śriyaṃ sarasvatīṃ gaurīṃ gaṇeśaṃ skandamīśvaram / brahmāṇaṃ vahnimindrādīn vāsudevaṃ namāmyaham //	bow to goddesses Śrī Lakṣmī, Sarasvatī, Gaurī Pārvatī and gods Gaṇeśa, Skanda, Īśvara Śiva, Brahmā, Vahni, Indra and other celestials and Vāsudeva Kṛṣṇa.
naimiṣe harimījānā ṛṣayaḥ śaunakādayaḥ / tīrthayātrāprasaṅgena svāgataṃ sūtamabruvan //	Śaunaka and other sages staying at the sacred forest of Naimiṣa, conducting a sacrifice devoted to Hari Viṣṇu, welcomed Sūta the reciter of ancient lores on his arrival there after a pilgrimage.
sūta tvaṃ pūjito 'smābhiḥ sārātsāraṃ vadasva naḥ /	O Sūta! You are adored by us.
yena vijñānamātreṇa sarvajñatvaṃ prajāyate //	Tell us the quintessence of all things, by knowing which alone one gets omniscience.
sārātsāro hi bhagavān viṣṇuḥ sargādikṛdvibhuḥ /	The illustrious Viṣṇu who is the Supreme Being and the Creator, is the quintessence.
brahmāhamasmi taṃ jñātvā sarvajñatvaṃ prajāyate //	By know ng that ‘ am Brahman’, one gets omniscience.
dve brahmaṇī veditavye śabdabrahma paraṃ ca yat /	Two Brahmans are to be known, the Śabdabrahman the Vedas and Parabrahman the Supreme Spirit.
dve vidye veditavye hi iti cātharvaṇī śrutiḥ //	The Ātharvaṇī Śruti Muṇḍakopaniṣad refers to this as the two kinds of knowledge to be learnt.
ahaṃ śukaś ca pailādyā gatvā vadarikāśramam / vyāsaṃ natvā pṛṣṭavantaḥ so 'smān sāramathābravīt //	Myself, sage Śuka son of sage Vyāsa, sage Paila. disciple of sage Vyāsa and others bowed Vyāsa having resorted to the hermitage at holy Badarikāśrama.
śukādyaiḥ śṛṇu sūta tvaṃ vaśiṣṭho māṃ yathābravīt / brahmasāraṃ hi pṛcchantaṃ munibhiś ca parātparam //	O Sūta, listen in the company of Śuka and others what Vasiṣṭha has said to me about the excellent quintessence of the Brahman, when he was requested by the sages.
dvaividhyaṃ brahma vakṣyāmi śṛṇu vyāsākhilānugam / yathāgnirmāṃ purā prāha munibhirdaivataiḥ saha //	O Vyāsa, Listen, in entirety, to the two kinds of knowledge, which god Agni narrated to me in the company of the sages and the celestials.
purāṇaṃ paramāgneyaṃ brahmavidyākṣaraṃ param / ṛgvedādyaparaṃ brahma sarvadevasukhāvaham //	The excellent Purāṇa known as the Āgneya or Agni and the two kinds of knowledge, Parā the superior and Aparā the inferior signifying respectively the knowledge about the Brahman and the knowledge about thel!.gveda and so on, which satisfies all the celestials will be narrated to you.
agninoktaṃ purāṇam yad āgneyaṃ brahmasammitam / bhuktimuktipradaṃ divyaṃ paṭhatāṃ śṛṇvatāṃ nṛṇām //	The Purāṇa spoken by Agni and designated as the Āgneya by Brahmā and which gives bhukti enjoyment and mukti release from mundane existence for those who read it or hear it will be narrated to you.
