śāstrasyāsya praṇetāram abhyarhya sugatātmajaṃ vaktāraṃ cāsmadādibhyo yatiṣye 'rthavivecane //	Reverencing both this Treatise's author, the son of Sugata-, and its expounder to us and others, I will attempt to explain its meaning.
tatrāditaḥ śāstraśarīraṃ vyavasthāpyate / lakṣaṇaṃ hy āvṛtis tatvaṃ pratipakṣasya bhāvanā / tatra ca sthā phalaprāptir yānānuttaryam eva ca //	Here, at first, a framework for the Treatise has been arranged as follows: "Characteristics, obstructions, realities, the cultivation of antidotes, situations there, the attainment of fruition, and the supremacy of the Vehicle" I.
ity ete saptārthā hy asmiṃ cchāstre upadiśyante / yad uta lakṣaṇaṃ āvaraṇaṃ tatvaṃ pratipakṣasya bhāvanā / tasyām eva ca pratipakṣabhāvanāyām avasthā phalaprāptiś ca yānānuttatyañ ca saptamo 'rthaḥ /	la That is to say that the following seven topics are dealt with in the Treatise the main characteristics , their obstructions, realities, the cultivation of antidotes to the obstructions, situations which may arise in this cultivation of antidotes, the attainment of fruition there, and a path to the attainment of fruition, a path having no superior.
tatra lakṣaṇam ārabhyāha / abhūtaparikalpo 'sti dvayan tatra na vidyate /	Referring to the characteristics, the author says: "There is the construction of that which was not; duality is not found there;
śūnyatā vidyate tv atra tasyām api sa vidyate //	But emptiness is found there; And "he" is found in "Her", as well.".
tatrābhūtaparikalpo grāhyagrāhakavikalpaḥ /	In this passage, "the construction of that which was not" is the discrimination of object apprehended and subject apprehendor .
śūnyatā tasyābhūtaparikalpasya grāhyagrāhakabhāvena virahitatā /	And “Emptiness" is the separation of the construction of that which was not from the being of object apprehended and subject apprehendor.
tasyām api sa vidyata ity abhūtaparikalpaḥ /	"And 'he' is found Maitreyanātha, author of The Separation of the Middle from Extremes, to which this work by asubandhu is a commentary.
evaṃ yad yatra nāsti tat tena śūnyam iti yathābhūtaṃ samanupaśyati yat punar atrāvaśiṣṭaṃ	And if it is not there in that way, then, as a result, one sees "as it is", namely, that it is empty.
bhavati tat sad ihāstīti yathābhūtaṃ prajānātīty aviparītaṃ śūnyatālakṣaṇam udbhāvitaṃ bhavati / na śūnyaṃ nāpi cāśūnyaṃ tasmāt sarvaṃ vidhīyate / satvād asatvāt satvāc ca madhyamā pratipac ca sā //	Furthermore, one knows that that which remains is what is existent here, and the emptiness-characteristic is made to arise in an unreversed manner.¹ "Therefore, everything is taught as neither empty nor non-empty, because of its existence, its non-existence, and its existence, and this is the Middle Path.".
na śūnyaṃ śūnyatayā cābhūtaparikalpena ca /	It is not empty, either because of emptiness or the construction of that which was not.
na cāśūnyaṃ dvayena grāhyena grāhakeṇa ca / sarvaṃ saṃskṛtaṃ cābhūtaparikalpākhyaṃ /	Neither is it non-empty, because of the duality, object apprehended and subject apprehendor, and thus it has been taught, that "Everything compounded is called 'the construction of that which was not';
asaṃskṛtaṃ ca śūnyatākhyaṃ / vidhīyate nirdiśyate satvād abhūtaparikalpasya asatvād dvayasya satvāc ca śūnyatāyā abhūtaparikalpe tasyāṃ cābhūtaparikalpasya sā ca madhyamā pratipat /	everything uncompounded is called 'Emptiness' ", because of the existence of the construction of that which was not, because of the non-existence of duality, and the existence of emptiness in the construction of that which was not, and the existence of the construction of that which was not in emptiness.
yat sarvaṃ / naikāntena śūnyaṃ naikāntenāśūnyaṃ /	And this is the Middle Path : that everything is neither totally empty nor totally non-empty.
evam ayaṃ pāṭhaḥ prajñāpāramitādiṣv anulomito bhavati sarvam idaṃ na śūnyaṃ nāpi cāśūnyam iti / evam abhūtaparikalpasya sallakṣaṇam asallakṣaṇaṃ ca khyāpayitvā /	And this is in accordance with passages in the Prajñā-päramitāsutras, etc., which say: "All this is neither empty nor nonempty." Having explained the existent character and the non-existent character of the construction of that which was not, he next explains its own-characteristic.
svalakṣaṇaṃ khyāpayati / arthasatvātmavijñaptipratibhāsaṃ prajāyate /	"Consciousness arises as the appearance of objects of the senses and of understanding, and as the appearance of sentient beings, self, and perceptions.
vijñānaṃ nāsti cāsyārthas tadabhāvāt tad apy asat //	There is no object for it, and in its non-being, it itself is not.".
tatrārthapratibhāsaṃ yad rūpādibhāvena pratibhāsate /	In this passage, the appearance of objects of senses and understanding is that which appears because of the being of cf. Kausika-prajñā-pārumitā-sūtra visibles, etc.
