tvaṣṭā vai siktaṃ reto vikaroti tasmāttvaṣṭāraṃ yajati //	Accordingly it is he who transforms the seed now scattered : this is why he makes offering to Tvashtri.
atha devānām patnīryajati /	He then makes offering to the wives of the gods.
patnīṣu vai yonau retaḥ pratiṣṭhitaṃ tattataḥ prajāyate tatpatnīṣvaivaitadyonau retaḥ siktam pratiṣṭhāpayati tattataḥ prajāyate tasmāddevānām patnīryajati //	In the wives, in the womb, the seed assuredly is planted, and thence it is produced; hence he thereby plants the seed in the wives, in the womb; and thence it is produced: for this reason he makes offering to the wives of the gods.
sa yatra devānām patnīryajati / tatpurastāttiraḥ karotyupa ha vai tāvaddevatā āsate yāvanna samiṣṭayajurjuhvatīdaṃ nu no juhvatviti tābhya evaitattiraḥ karoti tasmādimā mānuṣya striyastira ivaiva puṃso jighatmanti yā iva tu tā iveti ha smāha yājñavalkyaḥ //	When he offers to the wives of the gods, he shuts (the fire) out from view on the eastern side; for, up to the time when they offer to the samishtayagus, the deities continue waiting, thinking, 'Thishe must offer up to us!' He thereby conceals (this offering) from them; and accordingly Yâgñavalkya says, 'Whenever human women here eat (they do so) apart from men.'
athāgniṃ gṛhapatiṃ yajati /	He then makes offering to Agni, the householder.
ayaṃ vā agnirloka imamevaitallokamimāḥ prajā abhiprajanayati tā imaṃ lokamimāḥ prajā abhiprajāyante tasmādagniṃ gṛhapatiṃ yajati //	Agni, indeed, is this world: hence it is for this world that he thereby produces offspring and that this offspring is produced: this is why he makes offering to Agni, the householder.
na hyatra paridhayo bhavanti na prastaro yatra vā adaḥ prastareṇa yajamānaṃ svagākaroti patiṃ vā anu jāyā tadevāsyāpi patnī svagākṛtā bhavatīyasi taṃ ha kuryādyatprastarasya rūpaṃ kuryāttasmādiḍāntameva syāduto prastarasyaiva rūpaṃ kriyate //	This (ceremony) concludes with the idâ ; for here are neither enclosing-sticks nor the prastara-bunch. For on that occasion when he wishes the sacrificer good-speed (svagâ) by (offering) the prastara, good-speed is at the same time wished to his consort also, since the wife comes (immediately) after the husband. But were he to use a substitute for the prastara-bunch, he would produce lassitude (in the wife): for this reason this (ceremony) should conclude with the idâ.
sa yadi prastarasya rūpaṃ kuryāt /	Nevertheless a substitute for the prastara is (optionally) made.
yathaivādaḥ prastareṇa yajamānaṃ svagākarotyevamevaitatpatnīṃ svagākaroti //	If he choose to use a substitute for the prastara, he thereby wishes the wife good-speed just ashe wishes the sacrificer good-speed by means of the prastara.
sa yadi prastarasya rūpaṃ kuryāt / vedasyaikaṃ tṛṇamācidyāgraṃ juhvāmanakti madhyaṃ sruve budhnaṃ sthālyām //	If he choose to use a substitute for the prastara, he plucks out one stalk from the veda, and anoints its top in the guhû, its middle part in the aruva, and its lower end in the butter-pan.
athāgnīdāhānuprahareti / tūṣṇīmevānuprahṛtya cakṣuṣpā agne 'si cakṣurme pāhītyātmānamupaspṛśāte tano apyātmānaṃ nānupravṛṇakti //	The Âgnîdhra then says, 'Throw (it) after !' [The Adhvaryu] having thrown it silently after (the prastara into the fire), touches himself, with the text , 'Guardian of the eye art thou, O Agni, guard mine eye!' and in this way he avoids throwing himself after (the prastara into the fire).
athāha saṃvadasveti / agānagnīdagaṃcrāvaya auṣaṭ svagā daivyā hotṛbhyaḥ svastirmānuṣebhyaḥ śaṃyorbrūhīti //	"He (the Âgnîdhra) then says (to the Adhvaryu), 'Discourse together!' (The Adhvaryu says), 'Has he gone (to the gods), Agnîdh?' 'He has gone!' 'Bid (the gods) hear!' 'May (one or they) hear!' 'Good-speed to the divine Hotris! Success to the human!' [Then the Adhvaryu to the Hotri], 'Pronounce the ""All-hail and blessing!""'"
atha juhūṃ ca sruvaṃ ca sampragṛhṇāti /	Thereupon he (the Adhvaryu) seizes at the same time the guhû and sruva.
ado haivāhutiṃ karoti yadanaktyāhutirbhūtvā devalokaṃ gacāditi tasmājjuhūṃ ca sruvaṃ ca sampragṛhṇāti //	On the former occasion indeed, by anointing (the prastara), hemade (the sacrificer) an oblation, thus thinking, 'May he go to the world of the gods as an oblation!' For this reason he now seizes the guhû and sruva at the same time.
sa vā agnaye sampragṛhṇāti / agne 'dabdhāyo 'śītametyamṛto hyagnistasmādāhādabdhāyavityaśītametyaśiṣṭho hyagnistasmādāhāśītameti pāhi mā didyoḥ pāhi prasityai pāhi duriṣṭyai pāhi duradmanyā iti sarvābhyo mārttibhyo gopāyetyevaitadāhāviṣaṃ naḥ pituṃ kṛṇvityannaṃ vai pituranamīvaṃ na idamakilviṣamannaṃ kurvityevaitadāha suṣadā yonāvityātmanyetadāha svāhā vāḍiti tadyathā vaṣaṭkṛtaṃ hutam evamasyaitadbhavati //	He seizes them for Agni, with the text , 'O Agni, unimpaired in vigour, far-reacher!' because Agni is immortal, he says, unimpaired in vigour:' and because Agni is farthest-reaching, he says, 'far-reacher .'--'Guard me from the thunderbolt! guard me from bonds! guard me from defective sacrifice! guard me from noxious food!' he thereby says, 'Protect me from all kinds of injury!'--'Make our nourishment free from poison!'--nourishment means food: 'make our food wholesome, faultless!' this is what he thereby says.--'In the lap, pleasant to sit in;' he thereby says, 'in thyself.'--'Svâhâ! Vât!' since one offers what has been consecrated by vashat,' this (residue of butter) thereby becomes such for him.
atha vedam patnī visraṃsayati /	The mistress then unties the veda-bunch.
yoṣā vai vedirvṛṣā vedo mithunāya vai ved/aḥ kriyate 'tha yadenena yajña upālabhate mithunamevaitatprajananaṃ kriyate //	The altar (vedi) assuredly is female and the veda is male. For union the veda was made: and accordingly when he touches, (the altar) with it during the sacrifice, a union productive of offspring is thereby effected.
yoṣā vai patnī vṛṣā vedo mithunamevaitatprajananaṃ kriyate tasmādvedaṃ patnī visraṃsayati //	And (the reason) why it is the mistress who unties the veda (is this): the mistress is female and the veda is male; consequently a union productive of offspring is thereby effected: this is why the mistress unties the veda.
sā visraṃsayati /	She unties it.
vedo 'si yena tvaṃ deva veda devebhyo vedo 'bhavastena mahyaṃ vedo bhūyā iti yadi yajuṣā cikīrṣedetenaiva kuryāt //	Should she wish to do sowith a Yagus-text, let her do so with this one , 'The Veda art thou: whereby thou, O divine Veda, hast become Veda for the gods, thereby mayest thou become Veda for me !'
yoṣā vai vedirvṛṣā vedaḥ paścādvai parītya vṛṣā yoṣāmadhidravati paścādevaināmetatparītya vṛṣṇā vedenādhidrāvayati tasmādā vedeḥ saṃstṛṇāti //	(The Hotri) strews it (from the Gârhapatya) as far as (the east end of) the altar ; for the altar is female and the veda is male; and from behind the male approaches the female: from behind (i.e. west) he accordingly causes it (the altar) to be approached by that male, the veda.
atha samiṣṭayajurjuhoti / prāṅne yajño 'nusaṃtiṣṭhātā ityatha yaddhutvā samiṣṭayajuḥ patnīḥ saṃyājayetpratyaṅṅu haivāsyaiṣa yajñaḥ saṃtiṣṭheta tasmādvā etarhi samiṣṭayajurjuhoti prāṅne yajño 'nusaṃtiṣṭhātā iti //	He (the Adhvaryu) now makes the samishtayagus-oblation, thinking, 'In the east my sacrifice shall be completed!' Were he to perform the samishtayagus-oblation first and then the patnîsamyâgas, that sacrifice of his would be completed in the west (behind the sacrificer) : hence he makesthe samishtayagus-oblation at this particular time, thinking, 'In the east my sacrifice shall be completed!'
yā vā etena yajñena devatā hvayati yābhya eṣa yajñastāyate sarvā vai tattāḥ samiṣṭā bhavanti tadyattāsu sarvāsu samiṣṭāsvathaitajjuhoti tasmātsamiṣṭayajurnāma //	Now as to why it is called samishtayagus : whatever deities he invites through this (new or full-moon) sacrifice, and for whichever deities this sacrifice is performed, all those are thereby 'sacrificed to together' (sam-ishta); and because he now makes a (butter) oblation to all those deities, who have been 'sacrificed to together,' therefore this (oblation) is called samishtayagus.
yā vā etena yajñena devatā hvayati yābhya eṣa yajñastāyata upa ha vai tā āsate yāvanna samiṣṭayajurjuhvatīdaṃ nu no juhvatviti tā evaitadyathāyathaṃ vyavasṛjati yatra yatrāsāṃ caraṇaṃ tadanu yajñaṃ vā etadajījanata yadenamatata taṃ janayitvā yatrāsya pratiṣṭhā tatpratiṣṭhāpayati tasmātsamiṣṭayajurjuhoti //	And again as to why he performs the samishtayagus: whatever deities he invites through this sacrifice, and for whichever deities this sacrifice is performed, they continue waiting until the samishtayagus is performed, thinking, 'This he must offer to us!' These same (deities) he thereby dismisses in due form; and whatever be the practice in their case in accordance with that he has, in thus performing it, produced the sacrifice, and having thus produced it he now establishes it safely where there is a safe basis for it: this is why he performs the samishtayagus.
