karma āhāra ādi hetūnām sarvathā api viśeṣataḥ | sambhāvyate anyathā bhāvaḥ tad putra tve api tasya hi || na ayam svabhāvaḥ kāryam vā dṛśyasya adṛṣṭiḥ eva vā | na ca tad vyatiriktasya bhavati avyabhicāri tā || 	Even when the child is born of a certain person, there is always a likelihood of diversity in its features, by reason of the peculiarities of such causes as the ‘destiny’ (of the child) and food (of the parents) and so forth.—Further, (a) what is cited as the probans does not constitute the nature (of the probandum); (b) nor is that its effect; (c) nor is it of the nature of ‘the non-perception of the perceptible’;—and apart from these (three) there is nothing that can make the probans ‘infallible’ (true) 
nanu ca avyabhicāri tvam anyeṣām api dṛśyate | kumudānām vikāsasya vṛddhiḥ ca jaladheḥ yathā  || liṅgam candra udayaḥ dṛṣṭaḥ ātapasya ca bhāvataḥ | chāyāyāḥ para bhāgeṣu sadbhāvaḥ saṃpratīyate || tamasi ulmuka dṛṣṭau ca dhūmaḥ ārāt pratīyate | kṛttikā udayataḥ ca api rohiṇī āsatti kalpanā || 	The said ‘infallibility’ is seen in other cases also: for instance, (1) the blooming of the lily and the rise in the sea have the rise of the moon for their ‘indicative’. (2) From the presence of sun-light, the presence of shade on the other side is inferred 3) When the half-burnt wood-piece is seen in the dark from a distance, it brings up the idea of smoke 
prabhañjana viśeṣaḥ ca kṛttikā udaya kāraṇam | yaḥ saḥ eva hi santatyāḥ rohiṇī āsatti kāraṇam || hetu dharma pratītiḥ ca tad pratītiḥ atas matā  | tad pratītiḥ svatantrā asti na tu kācid iha aparā || 	4) From the rise of the kṛttikā (asterism) is inferred the proximity of the rohiṇī (asterism).” 
pratijñā anabhidhāne ca kāraṇa anabhidhānataḥ | kartavya upanayasya uktiḥ na sadbhāva prasiddhaye || prāk ukte bhāva mātre ca paścāt vyāpteḥ prakāśanāt | vivakṣita artha saṃsiddheḥ viphalam pratibimbakam || 	If there is no statement of the proposition, there can be no statement of the reason (probans); and consequently, there need be no statement of the reaffirmation, for the purpose of intimating the existence (of the probans in the minor term, subject).—Mere presence (of the probans in the subject) having been stated at first, and then, if its invariable concomitance (with the probandum) is subsequently pointed out,—by this all that is intended becomes accomplished; so that the representment would be entirely useless 
trirūpa hetu nirdeśa sāmarthyāt eva siddhitaḥ  | na viparyaya śaṅkā asti vyartham nigamanam tatas || 	As a matter of fact, the proving is accomplished by the force of the statement of the three-featured probans; consequently, there can be no suspicion regarding the contrary conclusion; hence the statement of the final conclusion is useless 
sambaddhaiḥ eva vacanaiḥ ekaḥ arthaḥ pratipādyate | na atas sambandha siddhi artham vācyam nigamanam pṛthak || 	As a matter of fact, it is only by connected assertions that an idea is expressed; hence for the purpose of bringing about this connection, it is not necessary to state the final conclusion separately 
dvaividhyam anumānasya kecid evam pracakṣate | viśeṣa dṛṣṭa sāmānya paridṛṣṭa tva bhedataḥ || 	Some people hold that inference is of two kinds as followsa) that based upon perceived particulars and (b) that based upon generalised relationship 
pratyakṣa dṛṣṭa sambandham yayoḥ eva viśeṣayoḥ | gomaya indhana tad deśa viśeṣa ādi matiḥ kṛtā || tad deśa sthena tena eva gatvā kāla antare api tam  | yadā agnim budhyate tasya pūrva bodhāt punar punar || sandihyamāna sadbhāva vastu bodhāt pramāṇa tā  | viśeṣa dṛṣṭam etat ca likhitam vindhyavāsinā || agni dhūma antara tve tu vācye sāmānyatomitau | sāmānya dṛṣṭam ekāntāt gantā iti ādityaḥ ucyate 	a) “That based upon the relationship of perceived particulars is as follows:—it so happens that, in the case of two particular things,—such as the fire produced by burning dried cow-dung, and the smoke proceeding from that fire,—the observer has the cognition of the things,—and then subsequently, on going to another place, the observer happens again and again to recognise in other places the presence of the same fire through the indication of the same smoke seen before; and due validity attaches to such cognition (by reason of its being based upon the previous perceptional cognition), and it becomes recognised as a means of cognition distinct from perception; because it brings about the cognition of a thing (fire) the existence of which had been in doubt. It is this that has been described by Vindhyavāsin as inference based upon the perceived relationship of particulars”.—[Ślokavārtika—inference, 141-143] 1443-1445) “Though the inference based upon generalised relationship could be exemplified on the basis of another fire and another smoke,—yet the inference cited is that of the ‘sun moving’, as this is based absolutely upon generalised relationship”—[Ślokavārtika.—inference, 145] 
tat atra kṣaṇabhaṅgasya vyāpinaḥ pratipādanāt | prāktanasya eva tena eva na anumānasya sambhavaḥ || kalpitam ced tat eka tvam prabandha aikya vivakṣayā  | na tasya avasthitiḥ kācid vastu tvam na ca bhāvikam || 	Inasmuch as it has been proved that ‘perpetual flux’ is all-embracing, there can be no inference of what has gone before,—by itself.—If it be argued that “the sameness is assumed on the basis of the sameness of the chain”—Then (the answer is that) no such sameness can have any real existence; and what is merely assumed cannot be an entity 
na ca nirviṣayam jñānam yuṣmābhiḥ anumanyate | vikalpita artha tāyām ca vyaktam nirviṣayam bhavet || 	A cognition devoid of objects is not admitted by you; and if the inference had an assumed object, it would clearly be devoid of an object 
vyakti rūpasya nāśe api tiṣṭhati eva ākṛtiḥ tayoḥ  | yadi na kṣaṇabhaṅga āpteḥ bhāve tasyāḥ api dhruvam || pratyakṣa dṛṣṭaḥ sambandhaḥ yayoḥ eva viśeṣayoḥ  | iti ayam niyamaḥ ca uktaḥ yuṣmābhiḥ kena hetunā  || dṛṣṭvā ekadā anumānena tasya eva hi anumā punar  | pramāṇam na iṣyate kasmāt kaḥ viśeṣaḥ hi pūrvake  || vijñāta artha adhigantṛ tvāt na pramāṇam idam yadi  | smārta vat prāktanaḥ api etat samānam kim na vīk 	If what is meant is that—“even on the destruction of the individual, the universal persists”,—then, that cannot be; because even if the universal existed, that also would certainly be covered by the ‘perpetual flux’.—Further, on what grounds have you asserted the restriction that “these same two particulars whose relationship has been cognised by sense-perception, etc. etc.” (text 1443)?—Then again, having once cognised a thing by means of inference, if the same thing is cognised again by means of inference,—why is not this latter regarded as valid? What is the peculiarity in the previous one (whereby it is regarded as valid, and not the later one)?—If it be urged that—“the later one is not regarded as valid because like remembrance, it apprehends what has been already apprehended”,—then why is not the previous inference also regarded as the same?—If it be argued that—“in the former inference there is this additional peculiarity that it sets aside the doubt that has set in during the interval,”—why is not the same in the latter also? Hence it is this latter itself that sets aside the doubt as to something being present or not present; and hence the generalised perception is really what is independent 
na pramāṇam iti prāhuḥ anumānam tu kecana | vivakṣām arpayantaḥ api vāgbhiḥ ābhiḥ kudṛṣṭayaḥ || 	Some short-sighted people have asserted that “inference is not a means of right cognition”, though, by these very words, they offer up their own ‘desire to speak’ (intention, idea in the mind, as something to be inferred from those words) 
trirūpa liṅga pūrva tvāt svārtham mānam na yujyate | iṣṭa ghāta kṛtā janyam mithyājñānam yathā kila || bhāvāt ananumāne api na ca anumiti kāraṇam | dvairūpyam iva liṅgasya trairūpyam na asti atas anumā || anumāna virodhasya viruddhānām ca sādhane | sarvatra sambhavāt kim ca viruddha avyabhicāriṇaḥ || 	Inference for one’s own sake cannot be right,—because it is brought about by the three-featured indicative, which is subversive of what is desirable,—like wrong cognition.—nor can the presence of the ‘three features’ in the indicative be regarded as the means of inference; as they are present also where there is no inference,—just like the ‘two features’.—Further, the contradiction of inference is possible in every reasoning; so also there is possibility in every case of the inferring of mutually contradictory conclusions; and there is possibility of finding a reason which is concomitant (not-separable) with the contrary of the desired conclusion (deduced from an inference).” 
avasthā deśa kālānām bhedāt bhinnāsu śaktiṣu  | bhāvānām anumānena prasiddhiḥ ati durlabhā || vijñāta śakteḥ api asya tām tām artha kriyām prati | viśiṣṭa dravya sambandhe sā śaktiḥ pratibadhyate || yatnena anumitaḥ api arthaḥ kuśalaiḥ anumātṛbhiḥ | abhiyuktataraiḥ anyaiḥ anyathā eva upapādyate 	Condition, place and time being different in regard to different potencies, the cognition of things by means of inference is not attainable.—Even in the case of a thing whose potency is well-known, that potency becomes restricted in regard to particular effective actions, by becoming related to particular things.—Even when a certain conclusion has been deduced with great care, from an inference,—it may be proved to be otherwise by other more intelligent and clever persons well-versed in the art of reasoning”vākyapadīya, p. 16] 
parārtham anumānam tu na mānam vakra pekṣayā  | anuvādāt na tena asau svayam artham prapadyate || śrotṛ vyapekṣayā api etat svārtham eva upapadyate | śrotra darśana mūlāyāḥ kaḥ viśeṣaḥ hi saṃvidaḥ || na parārtha anumāna tvam vacasaḥ śrotra apekṣayā | śrotṛ santāna vijñāna hetu tva jñāpaka tvataḥ  || yathā indriyasya sākṣāt ca na anumeya prakāśanam  | tasmāt asya avinābhāva sambandha jñānavat na tat  || atha ucyate parārtha tvam para vyāvṛtt 	Inference for the benefit of another cannot be a means of right cognition, because it is only a reiteration so far as the speaker himself is concerned; as the man putting forward the inference does not himself derive his knowledge of the thing from that inference.—For the other person, to whom the inference is addressed, the cognition so derived comes to be for his own sake; because what difference is there between the cognition derived through the ear and that obtained through the eyes?—so far as the other person is concerned, the statement (of the inference) cannot be regarded as inference for the sake of another; because it falls within the chain of cognitions produced by the ear, and because it is a means of cognition,—like the sense-organ,—nor is there any direct indication of the object inferred hence, like the idea of the relation of invariable concomitance, it cannot be a means of right cognition.—If it be explained that—“it is called for the sake of another, because it leads to the activity of the other person”,—that also cannot be right; because (in this way), the inference for one’s own benefit also might be regarded as ‘for the sake of another’ [as that also might lead to the activity of other persons].” 
trirūpa liṅga pūrva tvam nanu saṃvādi lakṣaṇam | tad lakṣaṇam ca māna tvam tat kim tasmāt niṣidhyate || 	When the inference is spoken of as ‘brought about by the three-featured indicative’, what is meant to be indicated is that it is compatible (with the real state of things); and this same (compatibility) is what characterises the valid cognition; why then is it denied? 
