kaścit kāntāvirahaguruṇā svādhikārāt pramattaḥ / śāpenāstaṃgamitamahimā varṣabhogyeṇa bhartuḥ / yakṣaś cakre janakatanayāsnānapuṇyodakeṣu / snigdhacchāyātaruṣu vasatiṃ rāmagiryāśrameṣu //	A certain Yaksha, who had grossly swerved from his duty and was (therefore) deprived of his greatness (super- human power) by his lord's curse to be suffered for a year and unbearable owing (as it led) to his separation from his beloved wife, took up his abode among the hermitages on Râmagiri which had a thick growth of Nameru (or, shady) trees about them, and the waters wherein were rendered holy by the ablutions of Janaka's daughter (Sîtâ).
tasminn adrau katicid abalāviprayuktaḥ sa kāmī / nītvā māsān kanakavalayabhraṃśariktaprakoṣṭhaḥ / āṣāḍhasya prathamadivase megham āśliṣṭasānuṃ / vaprakrīḍāpariṇatagajaprekṣaṇīyaṃ dadarśa //	When he, a lover of sensual pleasures, had passed some months on the mountain, separated from his (helpless) wife, and his fore-arm bare on account of the slipping off of the gold bracelet, he beheld, on the first day of A'shâḍha, a cloud, resting on (lit. clinging to) the peak (of the mountain), and looking as attractive as an elephant stooping down in his butting sport against a bank (or, an elephant engaged in strik- ing with his tusks against its side).
tasya sthitvā katham api puraḥ kautukādhānahetor / antarbāṣpaś ciram anucaro rājarājasya dadhyau / meghāloke bhavati sukhino 'py anyathāvṛtti cetaḥ / kaṇṭhāśleṣapraṇayini jane kiṃ punar dūrasaṃsthe //	Standing somehow (with great difficulty) in front of it, the cause of the production of longing, the follower of the lord of the Yakshas, with tears suppréssed, remained long absorbed in thought the heart of even a happily-situated man is perturbed at the sight of a cloud; what to say (how much more will it be the case) then, when the person longing for an embrace of the neck (of his beloved) stands (is) far away !
pratyāsanne nabhasi dayitājīvitālambanārthī / jīmūtena svakuśalamayīṃ hārayiṣyan pravṛttim / sa pratyagraiḥ kuṭajakusumaiḥ kalpitārghāya tasmai / prītaḥ prītipramukhavacanaṃ svāgataṃ vyājahāra //	Anxious to support the life of his darling, as the month of S'râvana was at hand, and therefore wishing to send the tidings of his own welfare to her by the cloud, he, delighted (at the thought), presented an offering of fresh Kutaja flowers to and bade welcome to it, couched in terms of affection. it,
dhūmajyotiḥsalilamarutāṃ saṃnipātaḥ kva meghaḥ / sandeśārthāḥ kva paṭukaraṇaiḥ prāṇibhiḥ prāpaṇīyāḥ / ity autsukyād aparigaṇayan guhyakas taṃ yayāce / kāmārtā hi prakṛtikṛpaṇāś cetanācetaeṣu //	Where (on one hand) his (i. e. what congruity is there a cloud, a mixture of smoke, light, water and wind, between) and where the imports of messages (on the other), fit to (which[ 2 ] can only) be conveyed by beings with organs of sense capable of discharging their functions (i. e. men)! Not at all taking into consideration this in his eagerness, the Yaksha addressed a petition to the cloud: For those that are screly affected by love are naturally incapable of distinguishing between objects sentient and insentient. 0
jātaṃ vaṃśe bhuvanavidite puṣkarāvartakānāṃ / jānāmi tvāṃ prakṛtipuruṣaṃ kāmarūpaṃ maghonaḥ / tenārthitvaṃ tvayi vidhivaśād dūrabandhur gato 'haṃ / yācñā moghā varam adhiguṇe nādhame labdhakāmā // saṃtaptānāṃ tvamasi śaraṇaṃ tat payoda priyāyāḥ / saṃdeśaṃ me hara dhanapatikrodhaviśleṣitasya / gantavyā te vasatir alakā nāma yakṣeśvarāṇāṃ / bāhyodyānasthitaharaśiraścandrikādhautaharmyā //	"I know that you are born in the world-renowned race of the Pushkarâvartakas (or, the Pushkaras and the A'vartakas according to Malli.), and that you are Indra's chief agent, able to assume any form at will; hence it is that I separated from my relative (wife) by the power of destiny, prefer my petition to you; a request addressed to a man pre-eminent by his merits, even though unsuccessful, is rather to be preferred to one made to a base man, though its object be gained. is in You are the refuge, O cloud, of the afflicted: Bear therefore to my beloved a message from me, separated from her by the anger of the Lord of Wealth. Your destination (you have to go to) the residence of the princely Yakshas (o the Lord of the Yakshas), Alakâ by name, the mansions which are lit up by the crescent-moon on the head of S'iva residing in its outer garden.
tvām ārūḍhaṃ pavanapadavīm udgṛhītālakāntāḥ / prekṣiṣyante pathikavanitāḥ pratyayād āśvasantyaḥ / kaḥ saṃnaddhe virahavidhurāṃ tvayy upekṣeta jāyāṃ / na syād anyo 'py aham iva jano yaḥ parādhīnavṛttiḥ //	When you will ascend to the path of the wind (or, int the sky), the wives of men travelling abroad, cheered through confidence (that their husbands would return), wi look intently at you, holding up the points of their (dishevelled When you appear in the sky fully equipped, what other man, whose life is not dependent upon another like mine, will neglect his wife afflicted with separation ?
tvāṃ cāvaśyaṃ divasagaṇanātatparām ekapatnīm / avyāpannām avihatagatir drakṣyasi bhrātṛjāyām / āśābandhaḥ kusumasadṛśaṃ prāyaśo hy aṅganānāṃ / sadyaḥ pāti praṇayi hṛdayaṃ viprayoge ruṇaddhi //	And you, with your course unimpeded, will also cer. tainly find your brother's chaste wife alive, wholly engaged in counting the (remaining) days (of separation); for, the tie hope generally sustains (lit. prevents from sinking) the heart women, full of love, tender like a flower, and apt to give way at once.[3]
mandaṃ mandaṃ nudati pavanaś cānukūlo yathā tvāṃ / vāmaś cāyaṃ nadati madhuraṃ cātakas te sagandhaḥ / garbhādhānakṣaṇaparicayān nūnam ābaddhamālāḥ / seviṣyante nayanasubhagaṃ khe bhavantaṃ balākāḥ // kartuṃ yac ca prabhavati mahīm ucchilīndhrām avandhyāṃ / tac chrutvā te śravaṇasubhagaṃ garjitaṃ mānasotkāḥ / ā kailāsād bisakisalayacchedapātheyavantaḥ / saṃpatsyante nabhasi bhavato rājahaṃsāḥ sahāyāḥ //	Since a favourable breeze very gently impels you on, and this Châtaka here, full of hilarity, is sweetly singing on your left, assuredly the female cranes, arranged in rows from their experience of the pleasure of conception, will attend upon you, so charming to the eyes, in the sky. And on hearing that thunder of yours which is grateful to the ear and which has the power to make the earth covered with mushrooms and fertile, the royal swans, eager to go to the lake Mânasa, and having a stock of bits of shoots of lotus-stalks to serve them as provisions on their journey will become your companions in the sky as far as the mountain Kailasa.
āpṛcchasva priyasakham amuṃ tuṅgam āliṅgya śailaṃ / vandyaiḥ puṃsāṃ raghupatipadair aṅkitaṃ mekhalāsu / kāle kāle bhavati bhavato yasya saṃyogam etya / snehavyaktiś ciravirahajaṃ muñcato bāṣpamuṣṇam //	Having embraced this lofty mountain, your dear friend, take leave of him who is marked on his slopes with the imprints of Râma's feet worthy of being adored by men; -of him whose affection for you is evinced, as he, on coming in contact with (meeting) you, every season sheds hot tears due to long separation.
margaṃ tāvac chṛṇu kathayatas tvatprayāṇānurūpaṃ / saṃdeśaṃ me tadanu jalada śroṣyasi śrotrapeyam / khinnaḥ khinnaḥ śihariṣu padaṃ nyasya gantāsi yatra / kṣīṇaḥ kṣīṇaḥ parilaghu payaḥ srotasāṃ copabhujya //	First hear from me the path suited to your journey as describe it to you, and then, O cloud, you will hear my message, agreeable to the ear;-the path which you are to pursue after setting foot (resting) on mountains, whenever fatigued, and also after drinking the wholesome water of streams, whenever you find yourself exhausted.
adreḥ śṛṅgaṃ harati pavanaḥ kiṃ svid ity unmukhībhir / dṛṣṭotsāhaś cakitacakitaṃ mugdhasiddhāṅganābhiḥ / sthānād asmāt sarasaniculād utpatodaṅmukhaḥ khaṃ / diṅnāgānāṃ pathi pariharan sthūlahastāvalepān //	Soar into the sky, with your face turned to the north, this place, full of wet Nichulas, with your flutter gazed at from with great astonishment by the simple-minded wives of the Sidanas, with their faces turned up to see if the wind was bearing away the peak of the mountain, and avoiding in your journey (the blows from) the tossings of the huge trunks of the quarter-elephants. Here appears to view in front, from the top of an a fragment of Indra's bow (a fractional rain-bow),
ratnacchāyāvyatikara iva prekṣyametatpurastād / valmīkāgrāt prabhavati dhanuḥkhaṇḍam ākhaṇḍalasya / yena śyāmaṃ vapur atitarāṃ kāntim āpatsyate te / barheṇeva sphuritarucinā gopaveṣasya viṣṇoḥ //	ant-hill, attractive like an intermingling of the streaming rays of gems[ 4 ] by which your dark body will attain an exceedingly charming splendour, like that of Vishnu in his cowherd's characte (Krishna) by peacock's feathers with their glowing splendour,
tvayy āyantaṃ kṛṣiphalam iti bhrūvikārān abhijñaiḥ / prītisnigdhairjanapadavadhūlocanaiḥ pīyamānaḥ / sadyaḥsīrotkaṣaṇasurabhi kṣetram āruhya mālaṃ / kiṃcit paścād vraja laghugatir bhūya evottareṇa //	Intently gazed upon by the country women, since the fruit of husbandry depends upon you, with eyes glistening through joy (or, affection) and ignorant of sportive movements mount the field of Mâla, fragrant by the ground being jus turned up with the plough, and then having travelled a littl westward, proceed again in the northerly direction with quickened pace.
tvām āsārapraśamitavanopaplavaṃ sādhu mūrdhnā / vakṣyaty adhvaśramaparigataṃ sānumān āmrakūṭaḥ / na kṣudro 'pi prathamasukṛtāpekṣayā saṃśrayāya / prāpte mitre bhavati vimukhaḥ kiṃ punar yas tatthoccaiḥ //	The mountain A'mrakûta will gladly bear you, fatigue by the journey, on its peak, you having extinguished its wild fires with your showers. Even an insignificant man, out o regard to previous favours, turns not his back on (lit. his fac from) a friend who comes for shelter, much less will one exalted (noble).
channopāntaḥ pariṇataphaladyotibhiḥ kānanāmrais / tvayy ārūḍhe śikharam acalaḥ snigdhaveṇīsavarṇe / nūnaṃ yāsyaty amaramithunaprekṣaṇīyām avasthāṃ / madhye śyāmaḥ stana iva bhuvaḥ śeṣavistārapāṇḍuḥ //	With you resembling a braid of oiled hair resting o its peak, and with its skirts covered with the groves of wil mango-trees bristling with ripe fruit, the mountain, lookin thereby like the breast of the earth dark in its centre (nipp and white in the rest of its expanse, will certainly attain to state fit to be gazed at by the pairs of celestials.
sthitvā tasmin vanacaravadhūbhuktakuñje muhūrtaṃ / toyotsargadrutataragatis tatparaṃ vartma tīrṇaḥ / revāṃ drakṣyasy upalaviṣame vindhyapāde viśīrṇāṃ / bhakticchedair iva viracitāṃ bhūtim aṅge gajasya // {adhvaklāntaṃ pratimukhagataṃ sānumānāmrakūṭas / tuṅgena tvāṃ jalada śirasā vakṣyati ślāghamānaḥ / āsāreṇa tvam api śamayes tasya naidāgham agniṃ / sadbhāvārdraḥ phalati na cireṇopakāro mahatsu // tasyās tiktair vanagajamadair vāsitaṃ vāntavṛṣṭir / jambūkuñjapratihatarayaṃ toyam ādāya gaccheḥ / antaḥsāraṃ ghana tulayituṃ nānilaḥ śakṣyati tvāṃ / riktaḥ sarvo bhavati hi laghuḥ pūrṇatā gauravāya //	Having for a while rested on it (i. e. A'mrakûta) who arbours are enjoyed by the wives of the foresters, and the after crossed the road beyond it at a pace quicker owing to t discharge of water, you will see the river Revâ with its curre broken into streams at the foot of the Vindhya, rug with stones and resembling thereby the decoration on elephant's body, made with ornamental drawings. *Between 18 and 19, the following S'loka is read by some- "The mountain Amrakuta, worthy of praise, will, O cloud, bear Jo fatigued by the journey and approaching it, on its lofty peak; you, should extinguish its summer-fires by your showers; for, favour confer on the great and pleasing by feeling of affection from which it proce bears fruit (brings its reward) quickly."[ 5 ] With your showers poured out, suck up the water of the iver, scented with the fragrant ichor of wild elephants, and having its current obstructed by the clumps of jambu trees;. the vind, will not be able, O cloud, to shake you when thus nwardly full of substance. Every one void of substance becomes light; fullness contributes to heaviness (respect).
nīpaṃ dṛṣṭvā haritakapiśaṃ kesarair ardharūḍhair / āvirbhūtaprathamamukulāḥ kandalīś cānukaccham / jagdhvāraṇyeṣv adhikasurabhiṃ gandham āghrāya corvyāḥ / sāraṅgās te jalalavamucaḥ sūcayiṣyanti mārgam //	Seeing the Kadamba flowers green and brown on account of half-grown filaments, eating (the leaves of) the Kandalis on marshy banks, with the first buds appearing on hem, and smelling the strong odour of the ground in forests, respectively, the bees, the deer and the elephants will indicate the path of you, showering drops of water.
ambhobindugrahaṇacaturāṃś cātakān vīkṣamāṇāḥ / śreṇībhūtāḥ parigaṇanayā nirdiśanto balākāḥ / tvām āsādya stanitasamaye mānayiṣyanti siddhāḥ / sotkampāni priyasahacarīsaṃbhramāliṅgitāni //	The Siddhas looking at the Châtakas skilled in catching the drops of rain-water, and pointing out the female cranes formed into lines by counting them one by one, will highly respect (welcome) you on getting, at the time of your thunder, the eager and hasty embraces from their beloved consorts.
utpaśyāmi drutamapi sakhe matpriyārthaṃ yiyāsoḥ / kālakṣepaṃ kakubhasurabhau parvate parvete te / śuklāpāṅgaiḥ sajalanayanaiḥ svāgatīkṛtya kekāḥ / pratudyātaḥ katham api bhavān gantum āśu vyavasyet //	I foresee, O friend, that though you are desirous of going quickly for doing me an agreeable service (or, for the sake of my beloved), there will be delay on your part on every mountain fragrant with the Kutaja flowers; greeted by pea- cocks with eyes full of the tears (of joy) with their cries made to serve as words of welcome, I hope you will somehow try to travel rapidly.
pāṇḍucchāyopavanavṛtayaḥ ketakaiḥ sūcibhinnair / nīḍārambhair gṛhabalibhujām ākulagrāmacaityāḥ / tvayy āsanne pariṇataphalaśyāmajambūvanāntāḥ / saṃpatsyante katipayadinasthāyihaṃsā daśārṇāḥ //	When you will be in the vicinity, the Daśârna country will have the hedges of its gardens white-coloured with the Ketaka flowers opened at their apexes, the sacred trees of its villages will be greatly disturbed by the nest-making of the domestic birds, its skirts of Jambu forests dark with their ripe fruit, and the swans halting there for some days.
