vedo dharmamūlam /	The source of Law is the Veda, as well as the tradition (A .. n.) and practice of those who know the Veda.
dṛṣṭo dharmavyatikramaḥ sāhasaṃ ca mahatāṃ /	Transgression of the Law and violence are seen in great men.
avaradaurbalyāt /	They do not constitute precedents, however, on account of the weakness of the men of later times (cf. A ..-).
upanayanaṃ brāhmaṇasyāṣṭame / navame pañcame vā kāmyam /	When injunctions of equal force are in conflict with each other, there is an option.* THE STUDENT Time of Initiation A Brahmin's initiation shall be performed in his eighth year, or, if performed with an objective in mind, in his ninth or fifth year.
taddvitīyaṃ janma /	The years are counted from conception. The initiation is a second birth (A ..– n.).
vedānuvacanāc ca /	The teacher is the man from whom one receives initiation or instruction in the Veda.
ekādaśadvādaśayoḥ kṣatriyavaiśyayoḥ /	A Kşatriya's initiation shall be performed in his eleventh year, and a Vaiśya's in his twelfth.
ā ṣoḍaśād brāhmaṇasyāpatitā sāvitrī /	In the case of a Brahmin, the time for the Savitrī does not elapse until the sixteenth year, ¹³ in the case of a Kṣatriya until the twenty-second year, ¹ and in the case of a Vaiśya until two years after that (see A .. f).
mauñjījyāmaurvīsautryo mekhalāḥ krameṇa / kṛṣṇarurubastājināni /	A Student's Code of Conduct Insignia Their girdles are a cord of Muñja grass, a bowstring of Mūrvā, or a cord of thread, respectively; ¹ and their skins are that of a black antelope, a spotted Ruru antelope, and a billy goat, respectively.
kāṣāyam apy eke /	The garments of all students, irrespective of class, are made of hemp, flax, tree bark, or a woollen blanket, or else of raw cotton; some even allow dyed cotton- dyed .
bailvapālāśau brāhmaṇadaṇḍau /	with tree resin for a Brahmin, ¹ and with madder and turmeric for the other two, respectively. A Brahmin's staff is made of wood-apple or Palāśa wood, and those of the other two of banyan and Pīlu wood, respectively.
yajñiyo vā sarveṣām /	Alternatively, for all students, irrespective of class, the staff may be made of any wood suitable for use in a sacrifice.
apīḍitā yūpavakrāḥ saśalkāḥ /	Staffs should be undamaged, bent in the manner of a sacrificial post,* and have their barks intact.
muṇḍajaṭilaśikhājaṭāś ca /	They should reach the crown of the head, the forehead, and the tip of the nose, respectively, for each class. Students may shave their heads completely, wear their hair matted, or keep just the topknot matted.
dravyahasta ucchiṣṭo anidhāyācāmet / dravyaśuddhiḥ parimārjanapradāhatakṣaṇanirṇejanānitaijasamārktikadāravatāntavānām /	Purification If, while holding something in his hand, he happens to become impure, he should sip water without laying it down.* The cleansing of things-articles made of metal, clay, wood, and cloth are cleaned by scrubbing, scorching, scraping, and washing, respectively.
dāruvadasthibhūmyoḥ / āvapanaṃ ca bhūmeḥ / celavad rajjuvidalacarmaṇām /	Stone, gem, shell, and mother-ofpearl are cleaned in the same way as metal; ³¹ bone and mud, in the same way as wood-³ mud also by plastering; ³ and ropes, wicker, and skin, in the same way as cloth.
utsargo vātyantopahatānām /	Articles that have become extremely unclean, on the other hand, should be thrown away.
prāṅmukha udaṅmukho vā śaucam ārabheta /	He should commence his personal purification facing either the east or the north.
śucau deśe āsīno dakṣiṇaṃ bāhuṃ jānvantarākṛtvā yajñopavītyā maṇibandhanāt pāṇī prakṣālya vāgyatohṛdayaspṛśas #	Seated on a clean spot, placing his right arm between his knees, and wearing his upper garment over his left shoulder and under his right arm (A .. n.), he should wash both his hands up to the wrists.
dviḥ parimṛjyate / pādau cābhyukṣet /	n.), wipe his lips twice, sprinkle water on his feet, rub water on the cavities of his head,* and place his hand on the crown of his head.
suptvā bhuktvā kṣutvā ca punaḥ /	After sleeping, eating, and sneezing, he should sip water over again.
dantaśliṣṭeṣu dantavad anyatra jihvābhimarśanāt /	Bits of food sticking between the teeth are like the teeth themselves, unless they are touched with the tongue or, according to some, until they get detached.
prākcyuter ity eke /	When they get detached, a person should .
cyuteśu āsrāvavad vidyān nigirann eva tac śuciḥ /	Dharmasutras know that he is cleansed of them by simply swallowing, just like saliva.
na mukhyā vipruṣa ucchiṣṭaṃ kurvanti na ced aṅgenipatanti / lepagandhāpakarṣaṇe śaucam amedhyasya /	Saliva spattering from the mouth does not make a man impure unless it falls on his body. In the case of filthy substances, purification consists in removing their stains and smell by washing first with water and then with earth and water,* which is done also when urine, excrement, or semen falls on a person, or when one is stained with the remnants of food.
mūtrapurīṣasnehavisraṃsanābhyavahārasaṃyogeṣu ca / yatra cāmnāyo vidadhyāt / pāṇinā savyam upasaṅgṛhya anaṅguṣṭham adhīhi bho ity āmantrayed guruṃ / tatracakṣurmanaḥprāṇopasparśanaṃ darbhaiḥ /	In cases covered by vedic rules, purification is carried out in the manner prescribed in the Veda.* Rules of Study Clasping the teacher's left hand-excluding the thumb-with his right, the pupil should address the teacher: 'Teach, Sir!' Focusing his eyes and mind on the teacher, the pupil should touch his vital organs* with Darbha grass, control his breath three times for fifteen morae each, and sit on a bed of grass with the tips of their blades pointing east.
oṃ pūrvā vyāhṛtayaḥ pañca satyāntāḥ /	The five Calls should begin with OM and end with 'Truth'.* The pupil shall clasp the teacher's feet each morning ³ and also when he begins and ends his vedic recitation.
guroḥ pādopasaṃgrahaṇaṃ prātaḥ /	When he is given permission, he should sit at the teacher's right facing the east or the north.
sāvitrī cānuvacanam / ādito brahmaṇa ādāne / oṃkāro anyatrāpi /	And he should repeat after the teacher the Savitrī verse when he first begins to receive instruction in the Veda, while the syllable OM should be recited also at other times.
antara gamane punar upasadanam /	If someone passes between the teacher and the pupil, this preparatory ceremony should be repeated.
śvanakulasarpamaṇḍūkamārjārāṇāṃ try aham upavāsovipravāsaś ca / prāṇāyāmā ghṛtaprāśanaṃ cetareṣām /	If a dog, a mongoose, a snake, a frog, or a cat passes between them, he should observe a fast for three days and spend some time away from the teacher's house, whereas if it is some other animal, he should control his breath and consume some ghee.
śmaśānābhyadhyayane caivam /	He shall do the same if he happens to recite the Veda in a cemetery.
prāg upanayanāt kāmacāraḥ kāmavādaḥ kāmabhakṣaḥ /	Uninitiated Children ¹Before his initiation, a child may behave, speak, and eat as he pleases.
ahutāt /	He may not partake of ritual offerings and should observe chastity.
brahmacārī /	The set of rules .
yathopapāditamūtrapurīṣo bhavati / nāsyācamanakalpo vidyate /	regarding sipping water and other rituals of purification do not apply to him, other than wiping, washing, and sprinkling with water, ³ and no one is made impure by his touch.
na brahmābhivyāhārayed anyatra svadhāninayanāt /	No one should ever employ him to make fire oblations or Bali offerings, and he should not be made to recite the Veda, except for uttering 'Svadhā'.
upanayanādir niyamaḥ /	General Rules Restrictive rules come into force from the time a person is initiated.
uktaṃ brahmacaryam /	The rule of chastity has already been given.
agnīndhanabhaikṣacaraṇe / satyavacanam / apām upasparśanam / eke godānādi /	He shall put wood into the sacred fire, beg his food, speak the truth, bathe only after the beard-shaving rite, according to some* and perform the twilight worship outside the village.
