āryamañjuśriye kumārabhūtāya namaḥ / uttamajano hi prāyaśo guruṃ śraddhādevatāṃ cābhyarcyakarmasu pravartata ityayamapyahamuttamajananayamanuvartī madhyāntavibhāgasūtrabhāṣyaṃ cikīrṣustatpraṇeturvaktuś ca pūjāṃ kṛtvā tadarthavibhāgāya prayukta iti pratipādayannāha śāstrasyā'sya praṇetāram ityādi /	Introductory Homage to the Buddha After honouring the author of this treatise, the son of the sugata, and the one who expounded it to us etc., I shall strive for a critical examination of its meaning.
athavā praṇetṛpraṇeyapravacanāt sūtrapraṇetṛvaktṛvṛttīṣu gauravotpādanārthamāha śāstrasyā'sya praṇetāram iti sarvam /	Alternatively, in order to generate reverence towards the author, the expounder, the Sūtra and the commentary by stating that the author had undertaken the treatise and the expounder the commentary, he says all this the author of this treatise etc..
tatra praṇetṛvacanāt sūtre gauravam utpadyate / yasyā'sya kārikāśāstrasyāryamaitreyaḥ praṇetā /	In this respect, by demonstrating what is expressed by the author. reverence is generated towards the Sutra for the Noble Maitreya is the author of this treatise in verse form.
sa caikajātipratibandhāt sarvabodhisattvābhijñādhāraṇīpratisaṃvit samādhīndriyakṣāntivimokṣaiḥ paramaṃ pāraṃ gataḥ sarvāsu bodhisattvabhūmiṣu niḥśeṣam api prahīṇāvaraṇaḥ /	Since he is separated from the attainment of Buddhahood only by one birth, he has reached the highest perfection of all the bodhisattvas higher knowledges, mystical formulae, analytical knowledge, meditative concentration, masteries, intellectual receptivity and emancipations.
vaktṛsamādānadvāreṇa vṛttau gauravam utpadyate /	When respect is paid to one who possesses virtue and is beneficent, merit is accumulated when merit is accumulated, with little effort one completes ones enterprise which is unafflicted by impediments and hindrances.
vaktā punar atrācāryā'sangaḥ tasmācchrutvācāryambhadantavasubandhuḥ tad bhāṣyam akarot /	The Venerable Ācārya Vasubandhu, after receiving the teaching from him, composed the commentary to it.
tayor uttaram aprajñāvator abhrānti prativedhadhāraṇopadeśasāmarthyād atra sūtrārtho'bhrāntam upadiṣṭa iti vṛttau gauravam utpadyate / evaṃ ye pudgalaṃ pramāṇīkurvanti teṣāṃ sūtravṛttyo gauravotpattiḥ /	Reverence is generated towards the commentary because the meaning of the Sutra is unerringly stated in it because these two, since they possess the highest wisdoms, are able to understand, retain and explain it, without erring.In this way reverence arises towards both the Sutra and the commentary on the part of those who rely on the authority of individual people.
ye ca dharmānusāriṇas teṣāṃ sūtravṛttyoḥ śubhārthā'vabodhaḥ / jāte ca niścaye iyaṃ praṇeturvaktuś ca pratītyā prabhāvanā na tu tarkāgamamātreṇa prabhāvaneti praṇetṛvaktṛgauravotpattiḥ /	Also, on the part of those who rely on the Dharma, reverence arises towards both the author and the expounder because after the true meaning of the Sutra and the commentary has been understood, when a positive determination occurs, it is brought about through the understanding of the author and the expounder but is not accomplished through just speculation and scriptural tradition? thus reverence is generated towards the author and the expounder.
idam idānīṃ vaktavyaṃ kīdṛśaṃ śāstrarūpaṃ /	This now should be discussed what is the nature of a treatise and why is it described as a śästra?
śāstraṃ kim iti cet nāmapadavyañjanakāyaprabhāsā vijñaptayaḥ śāstraṃ /	A treatise consists in representations/conceptualizations appearing as groups of names, words, and syllables.
