nārāyaṇaṃ namaskṛtya naraṃ caiva narottamam / devīṃ sarasvatīṃ caiva tato jayam udīrayet //	Salutation unto Ganesha. Salutation unto Veda Vyasa. Having saluted Nārāyana and the best of male beings Nara as well as the goddess of learning Saraswati let us cry success.
namaskṛtya hṛṣīkeśaṃ carācaraguruṃ harim // naimiṣāraṇye kulapatiḥ śaunakas tu mahāmuniḥ / sautiṃ papraccha dharmātmā sarvaśāstraviśāradaḥ / jajñe bahujñaṃ param atyudāraṃ yaṃ dvīpamadhye sutam ātmayogāt /	What is the use of bathing at the sacred shrine of Pushkara for him who listens to the recitation of the Mahābhārata, dropped off the lips of Dwaipayana, wondrous, destructive of sins, auspicious and highly sacred. May Vyasa, the son of Parāçara and the delighter of Satyavati, be crowned with success, from whose lotus mouth the wordy ambrosia has come down which the world drinks.
yo gośataṃ kanakaśṛṅgamayaṃ dadāti viprāya vedaviduṣe bahuviśrutāya / puṇyāṃ ca bhāratakathāṃ śṛṇuyāc ca tadvat tulyaṃ phalaṃ bhavati tasya ca tasya caiva / śatāśvamedhasya yad atra puṇyaṃ catuḥsahasrasya śatakratoś ca /	He, who listens to the sacred theme of Bhārata, acquires the same fruit with him who makes a gift of a hundred kine with golden horns unto a Brāhmana conversant with the Vedas and many Srutis. By making a gift of Harivamsha a man acquires far more everlasting piety than what is acquired by the celebration of a hundred horse sacrifices, or by the distribution of inexhaustive food, or by doing what secures the dignity of Indra.
bhaved anantaṃ harivaṃśadānāt prakīrtitaṃ vyāsamaharṣiṇā ca /	This has been recounted by the great Rishi Vyasa.
yad vājapeyena tu rājasūyād dṛṣṭaṃ phalaṃ hastirathena cānyat /	This bestows the same fruit as is given by Bajpeya or Rājashuya Yagnas or by making a gift of a car with elephants.
tal labhyate vyāsavacaḥ pramāṇaṃ gītaṃ ca vālmīkimaharṣiṇā ca /	Vyasa's word is the proof hereof and this has also been said by the great Rishi Vālmiki.
yo harivaṃśaṃ lekhayati yathāvidhinā mahātapāḥ sapadi / sa yāti hareḥ padakamalaṃ kamalaṃ madhupo yathā lubdhaḥ /	The great ascetic, who duly commits to writing Harivamsha, speedily approaches the lotus-feet of Hari like a bee moving towards a lotus, drawn by the smell of honey.
vandārujanamandāraṃ vande 'haṃ yadunandanam / vyāsaṃ vasiṣṭhanaptāraṃ śakteḥ putram akalmaṣam /	consider Dwaipāyana as the supreme cause of all, who is the sixth in descent from Brahmā, who is a Rishi endued with eternal spiritual greatness, who has descended from a portion of Nārāyana and who has only Suka for his son.
śaunaka uvāca saute sumahadākhyānaṃ bhavatā parikīrtitam / bhāratānāṃ ca sarveṣāṃ pārthivānāṃ tathaiva ca // devānāṃ dānavānāṃ ca gandharvoragarakṣasām /	Sounakla said:— Souti, you have recounted the great history of the descendants of Bharata as well as that of other kings; of the gods, demons, Gandharvas, serpents, Rākshasas, Daityas, Siddhas and of Guhyakas as well -.
atyadbhutāni karmāṇi vikramā dharmaniścayāḥ / vicitrāś ca kathāyogā janma cāgryam anuttamam //	You have described in sweet words the most excellent and sacred Purāna, dealing with their wondrous deeds, heroic feats and religious practices and their births.
